Date,BDI,VLSFO,BDI_lag_7d,BDI_lag_14d,BDI_lag_30d,BDI_avg_7d_final,BDI_avg_30d_final,BDI_volatility_7d_final,BDI_volatility_30d_final,BDI_relative_volatility_final,BDI_momentum_final,Fuel_momentum_final,BDI_change_7d_pct,BDI_change_14d_pct,BDI_change_30d_pct,BDI_vs_7d_avg_pct,BDI_vs_30d_avg_pct,Fuel_change_7d_pct,BDI_trend_strength,Fuel_lag_1,Fuel_avg_7d_final,Fuel_avg_30d_final,month,quarter,day_of_week,year
2022-01-21,1415,,1764.0,2214.0,,1566.8,1735.8125,127.06966593172415,423.403545686618,0.08110139515683186,-151.79999999999995,,-19.784580498866212,-36.088527551942185,,-9.688537145774825,-18.481978900370862,,-27.9365540254042,,,,1,1,4,2022
2022-01-24,1391,,1731.0,1002.0,,1498.8,1715.5294117647059,106.5490497376674,418.4017384116399,0.07108957148229744,-107.79999999999995,,-19.641825534373194,38.822355289421154,,-7.192420603149182,-18.917158140172816,,9.59026487752398,,,,1,1,0,2022
2022-01-25,1343,,1644.0,1377.0,,1438.6,1694.8333333333333,87.29432971275897,415.2978024332447,0.06068005680019392,-95.59999999999991,,-18.309002433090026,-2.4691358024691357,,-6.645349645488665,-20.75917002655128,,-10.38906911777958,,,,1,1,1,2022
2022-01-26,1296,,1570.0,1338.0,,1383.8,1673.842105263158,68.07128616384318,413.8387049131709,0.04919156392820002,-87.79999999999995,,-17.452229299363058,-3.1390134529147984,,-6.344847521318106,-22.573342137534198,,-10.295621376138929,,,,1,1,2,2022
2022-01-27,1302,,1474.0,1873.0,,1349.4,1655.25,52.85167925430373,411.2930668539226,0.039166799506672394,-47.40000000000009,,-11.668928086838534,-30.485851575013346,,-3.5126722987994725,-21.341187131853196,,-21.077389830925938,,,,1,1,3,2022
2022-01-28,1381,,1415.0,1764.0,,1342.6,1642.1904761904761,43.69553752958982,405.3214303546778,0.03254546218500657,38.40000000000009,,-2.402826855123675,-21.71201814058957,,2.860122151050208,-15.90500492953662,,-12.057422497856622,,,,1,1,4,2022
2022-01-31,1418,,1391.0,1731.0,,1348.0,1632.0,52.043251243555105,398.4306117518487,0.03860775314803791,70.0,,1.9410496046010064,-18.08203350664356,,5.192878338278932,-13.112745098039216,,-8.070491951021276,,,,1,1,0,2022
2022-02-02,1419,,1296.0,1570.0,2069.0,1380.0,1610.1904761904761,54.92419017761156,396.31005778905217,0.039800137809863446,39.0,,9.49074074074074,-9.61783439490446,-31.41614306428226,2.8260869565217392,-11.87378009108653,,-0.06354682708185955,,,,2,1,2,2022
2022-02-03,2137,,1302.0,1474.0,2357.0,1588.75,1599.7142857142858,365.927474599362,378.06958921039165,0.23032413822147094,548.25,,64.1321044546851,44.97964721845319,-9.333899024183284,34.508261211644374,33.58635470619753,,54.55587583656914,,,,2,1,3,2022
2022-02-08,1817,,1418.0,1343.0,1002.0,1791.0,1538.3333333333333,359.70543504373194,237.84572360102268,0.20084055557997316,26.0,,28.138222849083217,35.294117647058826,81.3373253493014,1.4517029592406476,18.114842903575305,,31.716170248071023,,,,2,1,1,2022
2022-02-09,1086,,1419.0,1296.0,1002.0,1680.0,1514.5263157894738,538.7272036940406,253.3702535423543,0.32067095457978606,-594.0,,-23.46723044397463,-16.203703703703702,8.383233532934131,-35.35714285714286,-28.294412010008347,,-19.835467073839165,,,,2,1,2,2022
2022-02-11,1321,,2137.0,1381.0,1338.0,1408.0,1521.2222222222222,373.18494074654154,259.1963951173512,0.26504612268930505,-87.0,,-38.18437061300889,-4.344677769732078,-1.2705530642750373,-6.1789772727272725,-13.161931195675988,,-21.264524191370484,,,,2,1,4,2022
2022-02-12,1324,,2137.0,1381.0,1873.0,1387.0,1490.7222222222222,307.58521854384753,247.39960662757133,0.22176295497032988,-63.0,,-38.043986897519886,-4.127443881245474,-29.311265349706357,-4.542177361211247,-11.183989863228112,,-21.08571538938268,,,,2,1,5,2022
