Date,BDI,VLSFO,BDI_lag_7d,BDI_lag_14d,BDI_lag_30d,BDI_avg_7d_final,BDI_avg_30d_final,BDI_volatility_7d_final,BDI_volatility_30d_final,BDI_relative_volatility_final,BDI_momentum_final,Fuel_momentum_final,BDI_change_7d_pct,BDI_change_14d_pct,BDI_change_30d_pct,BDI_vs_7d_avg_pct,BDI_vs_30d_avg_pct,Fuel_change_7d_pct,BDI_trend_strength,Fuel_lag_1,Fuel_avg_7d_final,Fuel_avg_30d_final,month,quarter,day_of_week,year
2022-12-08,1477,,2027.0,1242.0,1556.0,2160.5,1518.15,687.8883145782708,481.53026630567854,0.3183931101959133,-683.5,,-27.13369511593488,18.92109500805153,-5.077120822622108,-31.636195325156212,-2.710535849553739,,-4.106300053941675,,,,12,4,3,2022
2022-12-09,1256,,2027.0,1324.0,1556.0,1979.6,1505.6666666666667,720.0811065428671,472.8110968804879,0.3637508115492358,-723.5999999999999,,-38.03650715342871,-5.13595166163142,-19.28020565552699,-36.55283895736512,-16.581802081027234,,-21.586229407530062,,,,12,4,4,2022
2022-12-10,1873,,2027.0,1324.0,1904.0,1961.8333333333333,1504.1904761904761,645.5287496825115,471.5519715840012,0.32904362399924125,-88.83333333333326,,-7.597434632461766,41.46525679758308,-1.628151260504202,-4.528077478548973,24.518804609345324,,16.933911082560655,,,,12,4,5,2022
2022-12-12,1361,,3117.0,1347.0,1355.0,1596.0,1504.4761904761904,330.00151514803554,471.45886554900915,0.20676786663410748,-235.0,,-56.336220725056144,1.0393466963622866,0.44280442804428044,-14.724310776942357,-9.536620877381775,,-27.64843701434693,,,,12,4,0,2022
2022-12-13,1357,,3117.0,1327.0,1355.0,1556.1666666666667,1497.7727272727273,310.8713024173603,461.1698304899286,0.19976735723510355,-199.16666666666674,,-56.464549246069936,2.260738507912585,0.14760147601476015,-12.798543429367037,-9.398804285150678,,-27.101905369078676,,,,12,4,1,2022
2022-12-14,1401,,2013.0,1355.0,1325.0,1454.1666666666667,1501.2272727272727,217.32962675775633,460.09739463955833,0.1494530384580559,-53.16666666666674,,-30.402384500745157,3.394833948339483,5.735849056603773,-3.656160458452727,-6.676355708965394,,-13.503775276202838,,,,12,4,2,2022
2022-12-15,1528,,1477.0,2027.0,1300.0,1462.6666666666667,1511.590909090909,219.38884809093122,457.91158005832534,0.14999237563190373,65.33333333333326,,3.4529451591062967,-24.617661568820917,17.53846153846154,4.466727438468545,1.0855510449556511,,-10.58235820485731,,,,12,4,3,2022
2022-12-16,1560,,1256.0,2027.0,1288.0,1513.3333333333333,1523.9545454545455,195.96802460265246,455.2514195237088,0.12949428938501265,46.66666666666674,,24.203821656050955,-23.038973852984707,21.11801242236025,3.0837004405286397,2.365257851880571,,0.5824239015331241,,,,12,4,4,2022
2022-12-19,1548,,1361.0,3117.0,1189.0,1478.8,1555.142857142857,93.12733218555569,454.5711479751277,0.0629749338555286,69.20000000000005,,13.739897134459955,-50.33686236766122,30.193439865433135,4.679469840411148,-0.45930553003857955,,-18.29848261660063,,,,12,4,0,2022
2022-12-20,1596,,1357.0,3117.0,1189.0,1526.6,1557.0,74.44326698902275,443.70152988134333,0.048764094713102814,69.40000000000009,,17.61238025055269,-48.796920115495666,34.23044575273339,4.546050045853537,2.5048169556840074,,-15.592269932471488,,,,12,4,1,2022
2022-12-21,1723,,1401.0,2013.0,1177.0,1591.0,1581.8181818181818,77.82673062643093,436.648342366912,0.04891686400152793,132.0,,22.983583154889363,-14.406358668653752,46.38912489379779,8.29666876178504,8.925287356321842,,4.2886122431178055,,,,12,4,2,2022
2022-12-22,1650,,1528.0,1477.0,1149.0,1615.4,1604.590909090909,72.04720674668162,425.93344652163444,0.044600227031497845,34.59999999999991,,7.984293193717278,11.712931618144887,43.60313315926893,2.141884363006061,2.829948160108784,,9.848612405931082,,,,12,4,3,2022
2022-12-23,1515,,1560.0,1256.0,1184.0,1606.4,1619.6363636363637,82.7181963052814,416.1018127991223,0.05149290108645505,-91.40000000000009,,-2.8846153846153846,20.621019108280255,27.95608108108108,-5.689741035856579,-6.460484957341721,,8.868201861832436,,,,12,4,4,2022
2023-01-02,668,,1515.0,1548.0,2027.0,668.0,1628.1176470588234,,494.6204204176309,,0.0,,-55.90759075907591,-56.84754521963824,-67.04489393191909,0.0,-58.97102391791314,,-56.377567989357075,,,,1,1,0,2023
2023-01-03,1099,,1515.0,1596.0,2035.0,883.5,1573.0588235294117,304.763022691402,498.5771593480045,0.34494965782841197,215.5,,-27.45874587458746,-31.140350877192986,-45.995085995085994,24.391624221844936,-30.13611547378655,,-29.299548375890225,,,,1,1,1,2023
2023-01-06,937,,1515.0,1515.0,2013.0,901.3333333333334,1409.3125,217.70239625078392,302.8233189501681,0.24153372365101766,35.66666666666663,,-38.15181518151815,-38.15181518151815,-53.45255837059115,3.9571005917159723,-33.51368131624462,,-38.15181518151815,,,,1,1,4,2023
2023-01-08,1150,,1515.0,1515.0,1256.0,963.5,1397.7333333333333,216.92164483979002,317.6560284032828,0.22513922661109498,186.5,,-24.09240924092409,-24.09240924092409,-8.439490445859873,19.356512714063314,-17.723933988362113,,-24.09240924092409,,,,1,1,6,2023
2023-01-09,1065,,668.0,1515.0,1873.0,1062.75,1343.8666666666666,90.81987667906184,299.28292077340683,0.0854574233630316,2.25,,59.4311377245509,-29.7029702970297,-43.13934863854779,0.2117148906139732,-20.75106657406488,,14.8640837137606,,,,1,1,0,2023
2023-01-11,1401,,1099.0,1515.0,1361.0,1138.25,1346.5333333333333,195.82538990982076,299.62449515223676,0.17204075546656777,262.75,,27.479526842584168,-7.524752475247524,2.9390154298310067,23.08368108939161,4.044954946034263,,9.977387183668322,,,,1,1,2,2023
2023-01-12,3192,,1099.0,1515.0,1357.0,1549.0,1468.8666666666666,933.9906316446649,563.02776722526,0.6029636098416171,1643.0,,190.44585987261146,110.69306930693071,135.22476050110538,106.06843124596514,117.3103980393047,,150.5694645897711,,,,1,1,3,2023
2023-01-13,946,,937.0,1515.0,1401.0,1550.8,1438.5333333333333,932.5238334755846,578.9760501667246,0.6013179220244936,-604.8,,0.96051227321238,-37.557755775577554,-32.476802284082794,-38.999226205829245,-34.238576327741214,,-18.298621751182587,,,,1,1,4,2023
2023-01-16,946,,1065.0,668.0,1560.0,1621.25,1388.2857142857142,1068.907658936605,612.5274786390456,0.659310815072694,-675.25,,-11.173708920187792,41.61676646706587,-39.35897435897436,-41.649961449498846,-31.858407079646017,,15.22152877343904,,,,1,1,0,2023
2023-01-17,921,,1065.0,1099.0,1560.0,1481.2,1357.1333333333334,977.2372792725419,602.4514048768498,0.6597605180073871,-560.2,,-13.521126760563378,-16.19654231119199,-40.96153846153846,-37.82068593032676,-32.136365869234176,,-14.858834535877683,,,,1,1,1,2023
2023-01-18,874,,1401.0,1099.0,1548.0,1375.8,1312.2,1015.7121639519731,612.2540555777667,0.7382702165663418,-501.79999999999995,,-37.615988579586016,-20.473157415832574,-43.54005167958656,-36.47332461113534,-33.39429964944369,,-29.044572997709295,,,,1,1,2,2023
2023-01-19,801,,3192.0,1099.0,1596.0,897.6,1259.2,61.4841442975332,620.2890109802458,0.06849837822808957,-96.60000000000002,,-74.90601503759399,-27.115559599636036,-49.81203007518797,-10.7620320855615,-36.3881829733164,,-51.010787318615016,,,,1,1,3,2023
2023-01-20,763,,946.0,937.0,1723.0,861.0,1195.2,77.7785317423766,618.5398936204473,0.09033511236048386,-98.0,,-19.3446088794926,-18.56990394877268,-55.716773070226346,-11.38211382113821,-36.16131191432396,,-18.95725641413264,,,,1,1,4,2023
2023-01-23,740,,946.0,1065.0,1515.0,819.8,1107.357142857143,76.03749075291664,629.1841612685449,0.0927512695205131,-79.79999999999995,,-21.775898520084567,-30.51643192488263,-51.15511551155115,-9.734081483288602,-33.17422434367542,,-26.1461652224836,,,,1,1,0,2023
2023-01-24,721,,921.0,1065.0,1515.0,779.8,1081.6,60.511982284501975,614.4489749825748,0.07759936173955113,-58.799999999999955,,-21.71552660152009,-32.30046948356807,-52.4092409240924,-7.540394973070012,-33.33949704142011,,-27.00799804254408,,,,1,1,1,2023
2023-01-25,703,,874.0,1401.0,1515.0,745.6,1057.9375,38.15494725458128,601.1125761175364,0.05117348075989978,-42.60000000000002,,-19.565217391304348,-49.82155603140614,-53.59735973597359,-5.713519313304724,-33.549949784368174,,-34.693386711355245,,,,1,1,2,2023
2023-01-26,677,,801.0,3192.0,1515.0,720.8,1035.5294117647059,33.108911187169525,589.312217509426,0.04593356158042387,-43.799999999999955,,-15.480649188514356,-78.79072681704261,-55.31353135313532,-6.076581576026631,-34.622812997046125,,-47.13568800277848,,,,1,1,3,2023
2023-01-27,676,,763.0,946.0,1515.0,703.4,1015.5555555555555,27.82624660280072,577.9630786317002,0.039559634067103666,-27.399999999999977,,-11.402359108781127,-28.541226215644823,-55.37953795379538,-3.8953653682115412,-33.435448577680525,,-19.971792662212977,,,,1,1,4,2023
2023-01-30,680,,740.0,946.0,1515.0,691.4,997.8947368421053,19.907285098673757,566.9300265206945,0.02879271781699994,-11.399999999999977,,-8.108108108108109,-28.118393234672308,-55.115511551155116,-1.6488284639861117,-31.85654008438819,,-18.113250671390208,,,,1,1,0,2023
2023-01-31,681,,721.0,921.0,1515.0,683.4,982.05,11.148990985729515,556.3402475577575,0.01631400495424278,-2.3999999999999773,,-5.547850208044383,-26.058631921824105,-55.049504950495056,-0.3511852502194875,-30.655261952039098,,-15.803241064934245,,,,1,1,1,2023
2023-02-02,640,,677.0,801.0,1099.0,669.25,974.421052631579,19.61929322545804,571.759595536196,0.029315342884509585,-29.25,,-5.465288035450517,-20.09987515605493,-41.765241128298456,-4.3705640642510275,-34.319974073673976,,-12.782581595752724,,,,2,1,3,2023
2023-02-03,1145,,676.0,763.0,1099.0,786.5,982.95,239.76168723686132,557.8155208159354,0.3048463919095503,358.5,,69.37869822485207,50.06553079947575,4.185623293903549,45.58169103623649,16.486087796937785,,59.72211451216391,,,,2,1,4,2023
2023-02-05,1552,,676.0,763.0,937.0,939.6,1013.7,400.3901846948797,571.9219766440318,0.4261283362014471,612.4,,129.58579881656803,103.40760157273918,65.63500533617929,65.17667092379736,53.10249580743809,,116.49670019465361,,,,2,1,6,2023
2023-02-06,919,,680.0,740.0,937.0,987.4,1009.1904761904761,375.11904777017105,557.8235042598667,0.37990586162666706,-68.39999999999998,,35.147058823529406,24.18918918918919,-1.92102454642476,-6.927283775572207,-8.936913131694425,,29.6681240063593,,,,2,1,0,2023
2023-02-08,1123,,681.0,703.0,1065.0,1075.8,1005.05,334.77260939330125,571.8395500948033,0.3111848014438569,47.200000000000045,,64.90455212922174,59.74395448079659,5.446009389671361,4.387432608291508,11.735734540570126,,62.324253305009165,,,,2,1,2,2023
2023-02-10,1737,,1145.0,676.0,1401.0,1332.75,1021.85,377.12630510214984,588.7693923501939,0.28296852755741875,404.25,,51.70305676855895,156.9526627218935,23.98286937901499,30.332020258863253,69.98581005039878,,104.32785974522622,,,,2,1,4,2023
2023-02-11,1385,,1145.0,676.0,3192.0,1343.2,931.5,327.4357952332027,311.6512051704689,0.24377292676682752,41.799999999999955,,20.96069868995633,104.88165680473374,-56.61027568922306,3.111971411554493,48.68491680085883,,62.921177747345034,,,,2,1,5,2023
2023-02-13,616,,919.0,680.0,946.0,1215.25,915.0,472.1047729759428,319.48049936370035,0.38848366424681574,-599.25,,-32.97062023939064,-9.411764705882353,-34.883720930232556,-49.31084139066036,-32.677595628415304,,-21.191192472636498,,,,2,1,0,2023
2023-02-14,563,,919.0,681.0,946.0,1084.8,898.2380952380952,502.24316819644235,320.72510110090514,0.4629822715675169,-521.8,,-38.737758433079435,-17.327459618208515,-40.48625792811839,-48.10103244837758,-37.32174097439432,,-28.032609025643975,,,,2,1,1,2023
2023-02-15,541,,1123.0,681.0,946.0,968.4,878.952380952381,555.7668575940813,329.7589234866024,0.5739021660409762,-427.4,,-51.82546749777382,-20.558002936857562,-42.81183932346723,-44.13465510119785,-38.44945281178892,,-36.191735217315696,,,,2,1,2,2023
2023-02-16,530,,1123.0,640.0,921.0,895.3333333333334,860.3333333333334,528.3312092491476,338.1965897718789,0.5900944258181098,-365.33333333333337,,-52.804986642920746,-17.1875,-42.45385450597177,-40.80416976917349,-38.395970554048816,,-34.99624332146037,,,,2,1,3,2023
2023-02-17,538,,1737.0,1145.0,874.0,695.5,844.3333333333334,339.22072460272807,345.38924901236936,0.4877364839722905,-157.5,,-69.02705814622912,-53.01310043668123,-38.443935926773456,-22.645578720345075,-36.28108961705488,,-61.020079291455176,,,,2,1,4,2023
2023-02-20,552,,616.0,919.0,763.0,544.8,835.95,12.872451204016334,359.9294484961348,0.023627847290778884,7.2000000000000455,,-10.38961038961039,-39.93471164309032,-27.653997378768018,1.321585903083709,-33.967342544410556,,-25.162161016350353,,,,2,1,0,2023
2023-02-21,594,,563.0,919.0,763.0,551.0,824.4285714285714,25.298221281342713,354.7666234905029,0.045913287261964995,43.0,,5.506216696269982,-35.364526659412405,-22.14941022280472,7.80399274047187,-27.950095304106743,,-14.929154981571212,,,,2,1,1,2023
2023-02-22,674,,541.0,1123.0,740.0,577.6,821.2857142857143,59.268878848851024,355.84268193361714,0.10261232487681964,96.39999999999998,,24.58410351201479,-39.982190560997324,-8.91891891891892,16.68975069252077,-17.933553661506355,,-7.699043524491268,,,,2,1,2,2023
2023-02-23,816,,530.0,1123.0,721.0,634.8,825.8095238095239,114.30310581956985,355.1071132838049,0.18006160337046292,181.20000000000005,,53.9622641509434,-27.337488869100625,13.176144244105409,28.5444234404537,-1.187867604659214,,13.312387640921386,,,,2,1,3,2023
2023-02-24,883,,538.0,1737.0,703.0,703.8,834.3809523809524,142.02887030459613,354.1657064412685,0.20180288477493058,179.20000000000005,,64.12639405204462,-49.165227403569375,25.604551920341397,25.461778914464343,5.826960392649237,,7.480583324237621,,,,2,1,4,2023
2023-02-27,935,,552.0,616.0,676.0,780.4,855.2,142.96957718339868,359.8442060553066,0.18320038080907058,154.60000000000002,,69.38405797101449,51.78571428571429,38.31360946745562,19.810353664787293,9.331150608044895,,60.58488612836439,,,,2,1,0,2023
2023-02-28,990,,594.0,563.0,676.0,859.6,861.6190476190476,122.05039942581013,351.9641283128763,0.1419851086852142,130.39999999999998,,66.66666666666666,75.8436944937833,46.44970414201183,15.169846440204743,14.899966839836413,,71.25518058022499,,,,2,1,1,2023
2023-03-01,1250,,674.0,541.0,680.0,974.8,888.7619047619048,166.7294215188183,359.1627632093642,0.17103961994134007,275.20000000000005,,85.45994065281899,131.0536044362292,83.82352941176471,28.231432088633575,40.64509215602228,,108.2567725445241,,,,3,1,2,2023
2023-03-02,621,,816.0,530.0,681.0,935.8,885.9047619047619,225.58080592107075,361.1314033370482,0.24105664236062274,-314.79999999999995,,-23.897058823529413,17.169811320754715,-8.81057268722467,-33.63966659542637,-29.90217157600516,,-3.3636237513873493,,,,3,1,3,2023
2023-03-03,1211,,883.0,538.0,681.0,1001.4,900.6818181818181,252.47633552473744,359.17900913897546,0.25212336281679393,209.60000000000002,,37.14609286523216,125.09293680297398,77.82672540381792,20.93069702416617,34.45369669442343,,81.11951483410307,,,,3,1,4,2023
2023-03-04,1412,,883.0,538.0,640.0,1069.8333333333333,935.7727272727273,281.236851544506,370.0451622139084,0.26287912591790563,342.16666666666674,,59.90939977349944,162.45353159851302,120.625,31.98317494936907,50.891339194637396,,111.18146568600623,,,,3,1,5,2023
2023-03-05,1558,,883.0,538.0,1145.0,1139.5714285714287,954.5454545454545,316.15758578218384,391.0449648086014,0.27743551466407,418.42857142857133,,76.44394110985277,189.59107806691452,36.069868995633186,36.718064435251335,63.21904761904763,,133.01750958838363,,,,3,1,6,2023
2023-03-07,1068,,990.0,594.0,1552.0,1186.6666666666667,932.5454545454545,324.754471357465,368.8147976672719,0.27366949833494236,-118.66666666666674,,7.878787878787878,79.7979797979798,-31.185567010309278,-10.000000000000005,14.525248586469102,,43.83838383838384,,,,3,1,1,2023
2023-03-08,1128,,1250.0,674.0,919.0,1166.3333333333333,942.0454545454545,323.813938345258,371.13371704916767,0.2776341283326019,-38.33333333333326,,-9.76,67.35905044510386,22.742110990206747,-3.2866533295227143,19.739445114595906,,28.79952522255193,,,,3,1,2,2023
2023-03-10,1780,,1211.0,883.0,1123.0,1389.2,971.9090909090909,297.1248895666602,410.7106395471455,0.21388201091754983,390.79999999999995,,46.985962014863745,101.58550396375992,58.5040071237756,28.13129858911603,83.14470115050042,,74.28573298931184,,,,3,1,4,2023
2023-03-11,1462,,1412.0,883.0,1123.0,1399.2,993.2173913043479,298.92005620232317,414.07585564633575,0.21363640380383303,62.799999999999955,,3.5410764872521248,65.57191392978481,30.186999109528053,4.4882790165809,47.19838907371738,,34.55649520851847,,,,3,1,5,2023
2023-03-13,1465,,1558.0,935.0,1385.0,1380.6,963.0454545454545,289.3074489189658,394.4821170758397,0.2095519693748847,84.40000000000009,,-5.969191270860077,56.68449197860963,5.776173285198556,6.113284079385782,52.121583990182664,,25.357650353874774,,,,3,1,0,2023
2023-03-14,1587,,1068.0,990.0,1385.0,1484.4,990.1739130434783,237.5948231759272,406.7795530051616,0.16006118510908596,102.59999999999991,,48.59550561797753,60.303030303030305,14.584837545126353,6.911883589329015,60.274874857293405,,54.44926796050392,,,,3,1,1,2023
2023-03-15,1603,,1128.0,1250.0,616.0,1579.4,1033.0869565217392,130.1203289267292,417.43403540324744,0.08238592435527997,23.59999999999991,,42.10992907801418,28.24,160.22727272727272,1.4942383183487342,55.1660283658095,,35.17496453900709,,,,3,1,2,2023
2023-03-16,1560,,1128.0,621.0,563.0,1576.1666666666667,1076.4347826086957,116.65233245274963,418.1650202847192,0.07401015065205645,-16.166666666666742,,38.297872340425535,151.20772946859904,177.08703374777974,-1.0256952521941467,44.922853219161475,,94.75280090451228,,,,3,1,3,2023
2023-03-17,1535,,1780.0,1211.0,541.0,1535.3333333333333,1119.6521739130435,60.301464879941285,411.6263319494352,0.03927581299171165,-0.33333333333325754,,-13.764044943820226,26.75474814203138,183.73382624768945,-0.021710811984363282,37.09614787200994,,6.495351599105578,,,,3,1,4,2023
